period_begin,period_end,period_duration,state,state_code,search_word
2022-02-27,2022-03-05,7,Maryland,MD,Nolan
2022-03-06,2022-03-12,7,Maryland,MD,Jayden
2022-03-13,2022-03-19,7,Maryland,MD,Nolan
2022-03-20,2022-03-26,7,Maryland,MD,Jackson
2022-03-27,2022-04-02,7,Maryland,MD,Jackson
2022-04-03,2022-04-09,7,Maryland,MD,Jackson
2022-04-10,2022-04-16,7,Maryland,MD,Jackson
2022-04-17,2022-04-23,7,Maryland,MD,Jackson
2022-04-24,2022-04-30,7,Maryland,MD,Andrew
2022-05-01,2022-05-07,7,Maryland,MD,Eli
2022-05-08,2022-05-14,7,Maryland,MD,Nicholas
2022-05-15,2022-05-21,7,Maryland,MD,Julian
2022-05-22,2022-05-28,7,Maryland,MD,Adam
2022-05-29,2022-06-04,7,Maryland,MD,Jackson
2022-06-05,2022-06-11,7,Maryland,MD,Andrew
2022-06-12,2022-06-18,7,Maryland,MD,Ryan
2022-06-19,2022-06-25,7,Maryland,MD,Ryan
2022-06-26,2022-07-02,7,Maryland,MD,Ryan
2022-07-03,2022-07-09,7,Maryland,MD,Ryan
2022-07-10,2022-07-16,7,Maryland,MD,Nolan
2022-07-17,2022-07-23,7,Maryland,MD,Isaiah
2022-07-24,2022-07-30,7,Maryland,MD,Andrew
2022-07-31,2022-08-06,7,Maryland,MD,Eli
2022-08-07,2022-08-13,7,Maryland,MD,Theodore
2022-08-14,2022-08-20,7,Maryland,MD,Theodore
2022-08-21,2022-08-27,7,Maryland,MD,Theodore
2022-08-28,2022-09-03,7,Maryland,MD,Theodore
2022-09-04,2022-09-10,7,Maryland,MD,Eli
2022-09-11,2022-09-17,7,Maryland,MD,Jackson
2022-09-18,2022-09-24,7,Maryland,MD,Jackson
2022-09-25,2022-10-01,7,Maryland,MD,Hudson
2022-10-02,2022-10-08,7,Maryland,MD,Christian
2022-10-09,2022-10-15,7,Maryland,MD,Andrew
2022-10-16,2022-10-22,7,Maryland,MD,Nicholas
2022-10-23,2022-10-29,7,Maryland,MD,Hudson
2022-10-30,2022-11-05,7,Maryland,MD,Jackson
2022-11-06,2022-11-12,7,Maryland,MD,Andrew
2022-11-13,2022-11-19,7,Maryland,MD,Jayden
2022-11-20,2022-11-26,7,Maryland,MD,William
2022-11-27,2022-12-03,7,Maryland,MD,William
2022-01-02,2022-01-08,7,Massachusetts,MA,Eli
2022-01-09,2022-01-15,7,Massachusetts,MA,Eli
2022-01-16,2022-01-22,7,Massachusetts,MA,Eli
2022-01-23,2022-01-29,7,Massachusetts,MA,Derrick
2022-01-30,2022-02-05,7,Massachusetts,MA,William
2022-02-06,2022-02-12,7,Massachusetts,MA,Nolan
2022-02-13,2022-02-19,7,Massachusetts,MA,Nolan
2022-02-20,2022-02-26,7,Massachusetts,MA,Nolan
2022-02-27,2022-03-05,7,Massachusetts,MA,Nolan
2022-03-06,2022-03-12,7,Massachusetts,MA,Jayden
2022-03-13,2022-03-19,7,Massachusetts,MA,Nolan
2022-03-20,2022-03-26,7,Massachusetts,MA,Jackson
2022-03-27,2022-04-02,7,Massachusetts,MA,Jackson
2022-04-03,2022-04-09,7,Massachusetts,MA,Jackson
2022-04-10,2022-04-16,7,Massachusetts,MA,Jackson
2022-04-17,2022-04-23,7,Massachusetts,MA,Jackson
2022-04-24,2022-04-30,7,Massachusetts,MA,Andrew
2022-05-01,2022-05-07,7,Massachusetts,MA,Eli
2022-05-08,2022-05-14,7,Massachusetts,MA,Nicholas
2022-05-15,2022-05-21,7,Massachusetts,MA,Julian
2022-05-22,2022-05-28,7,Massachusetts,MA,Adam
2022-05-29,2022-06-04,7,Massachusetts,MA,Jackson
2022-06-05,2022-06-11,7,Massachusetts,MA,Andrew
2022-06-12,2022-06-18,7,Massachusetts,MA,Ryan
2022-06-19,2022-06-25,7,Massachusetts,MA,Ryan
2022-06-26,2022-07-02,7,Massachusetts,MA,Ryan
2022-07-03,2022-07-09,7,Massachusetts,MA,Ryan
2022-07-10,2022-07-16,7,Massachusetts,MA,Nolan
2022-07-17,2022-07-23,7,Massachusetts,MA,Isaiah
2022-07-24,2022-07-30,7,Massachusetts,MA,Andrew
2022-07-31,2022-08-06,7,Massachusetts,MA,Eli
2022-08-07,2022-08-13,7,Massachusetts,MA,Theodore
2022-08-14,2022-08-20,7,Massachusetts,MA,Theodore
2022-08-21,2022-08-27,7,Massachusetts,MA,Theodore
2022-08-28,2022-09-03,7,Massachusetts,MA,Theodore
2022-09-04,2022-09-10,7,Massachusetts,MA,Eli
2022-09-11,2022-09-17,7,Massachusetts,MA,Jackson
2022-09-18,2022-09-24,7,Massachusetts,MA,Jackson
2022-09-25,2022-10-01,7,Massachusetts,MA,Hudson
2022-10-02,2022-10-08,7,Massachusetts,MA,Christian
2022-10-09,2022-10-15,7,Massachusetts,MA,Andrew
2022-10-16,2022-10-22,7,Massachusetts,MA,Nicholas
2022-10-23,2022-10-29,7,Massachusetts,MA,Hudson
2022-10-30,2022-11-05,7,Massachusetts,MA,Jackson
2022-11-06,2022-11-12,7,Massachusetts,MA,Andrew
2022-11-13,2022-11-19,7,Massachusetts,MA,Jayden
2022-11-20,2022-11-26,7,Massachusetts,MA,William
2022-11-27,2022-12-03,7,Massachusetts,MA,William
2022-01-02,2022-01-08,7,Michigan,MI,Eli
2022-01-09,2022-01-15,7,Michigan,MI,Eli
2022-01-16,2022-01-22,7,Michigan,MI,Eli
2022-01-23,2022-01-29,7,Michigan,MI,Derrick
2022-01-30,2022-02-05,7,Michigan,MI,William
2022-02-06,2022-02-12,7,Michigan,MI,Nolan
2022-02-13,2022-02-19,7,Michigan,MI,Nolan
2022-02-20,2022-02-26,7,Michigan,MI,Nolan
2022-02-27,2022-03-05,7,Michigan,MI,Nolan
2022-03-06,2022-03-12,7,Michigan,MI,Jayden
2022-03-13,2022-03-19,7,Michigan,MI,Nolan
2022-03-20,2022-03-26,7,Michigan,MI,Jackson
2022-03-27,2022-04-02,7,Michigan,MI,Jackson
2022-04-03,2022-04-09,7,Michigan,MI,Jackson
2022-04-10,2022-04-16,7,Michigan,MI,Jackson
2022-04-17,2022-04-23,7,Michigan,MI,Jackson
2022-04-24,2022-04-30,7,Michigan,MI,Andrew
2022-05-01,2022-05-07,7,Michigan,MI,Eli
2022-05-08,2022-05-14,7,Michigan,MI,Nicholas
2022-05-15,2022-05-21,7,Michigan,MI,Julian
2022-05-22,2022-05-28,7,Michigan,MI,Adam
2022-05-29,2022-06-04,7,Michigan,MI,Jackson
2022-06-05,2022-06-11,7,Michigan,MI,Andrew
2022-06-12,2022-06-18,7,Michigan,MI,Ryan
2022-06-19,2022-06-25,7,Michigan,MI,Ryan
2022-06-26,2022-07-02,7,Michigan,MI,Ryan
2022-07-03,2022-07-09,7,Michigan,MI,Ryan
2022-07-10,2022-07-16,7,Michigan,MI,Nolan
2022-07-17,2022-07-23,7,Michigan,MI,Isaiah
2022-07-24,2022-07-30,7,Michigan,MI,Andrew
2022-07-31,2022-08-06,7,Michigan,MI,Eli
2022-08-07,2022-08-13,7,Michigan,MI,Theodore
2022-08-14,2022-08-20,7,Michigan,MI,Theodore
2022-08-21,2022-08-27,7,Michigan,MI,Theodore
2022-08-28,2022-09-03,7,Michigan,MI,Theodore
2022-09-04,2022-09-10,7,Michigan,MI,Eli
2022-09-11,2022-09-17,7,Michigan,MI,Jackson
2022-09-18,2022-09-24,7,Michigan,MI,Jackson
2022-09-25,2022-10-01,7,Michigan,MI,Hudson
2022-10-02,2022-10-08,7,Michigan,MI,Christian
2022-10-09,2022-10-15,7,Michigan,MI,Andrew
2022-10-16,2022-10-22,7,Michigan,MI,Nicholas
2022-10-23,2022-10-29,7,Michigan,MI,Hudson
2022-10-30,2022-11-05,7,Michigan,MI,Jackson
2022-11-06,2022-11-12,7,Michigan,MI,Andrew
2022-11-13,2022-11-19,7,Michigan,MI,Jayden
2022-11-20,2022-11-26,7,Michigan,MI,William
2022-11-27,2022-12-03,7,Michigan,MI,William
2022-01-02,2022-01-08,7,Minnesota,MN,Eli
2022-01-09,2022-01-15,7,Minnesota,MN,Eli
2022-01-16,2022-01-22,7,Minnesota,MN,Eli
2022-01-23,2022-01-29,7,Minnesota,MN,Derrick
2022-01-30,2022-02-05,7,Minnesota,MN,William
2022-02-06,2022-02-12,7,Minnesota,MN,Nolan
2022-02-13,2022-02-19,7,Minnesota,MN,Nolan
2022-02-20,2022-02-26,7,Minnesota,MN,Nolan
2022-02-27,2022-03-05,7,Minnesota,MN,Nolan
2022-03-06,2022-03-12,7,Minnesota,MN,Nolan
2022-03-13,2022-03-19,7,Minnesota,MN,Nolan
2022-03-20,2022-03-26,7,Minnesota,MN,Nolan
2022-03-27,2022-04-02,7,Minnesota,MN,Jackson
2022-04-03,2022-04-09,7,Minnesota,MN,Jackson
2022-04-10,2022-04-16,7,Minnesota,MN,Jackson
2022-04-17,2022-04-23,7,Minnesota,MN,Jackson
2022-04-24,2022-04-30,7,Minnesota,MN,Jackson
2022-05-01,2022-05-07,7,Minnesota,MN,Jackson
2022-05-08,2022-05-14,7,Minnesota,MN,Jackson
2022-05-15,2022-05-21,7,Minnesota,MN,Jackson
2022-05-22,2022-05-28,7,Minnesota,MN,Adam
2022-05-29,2022-06-04,7,Minnesota,MN,Jackson
2022-06-05,2022-06-11,7,Minnesota,MN,Andrew
2022-06-12,2022-06-18,7,Minnesota,MN,Ryan
2022-06-19,2022-06-25,7,Minnesota,MN,Ryan
2022-06-26,2022-07-02,7,Minnesota,MN,Ryan
2022-07-03,2022-07-09,7,Minnesota,MN,Ryan
2022-07-10,2022-07-16,7,Minnesota,MN,Ryan
2022-07-17,2022-07-23,7,Minnesota,MN,Ryan
2022-07-24,2022-07-30,7,Minnesota,MN,Ryan
2022-07-31,2022-08-06,7,Minnesota,MN,Ryan
2022-08-07,2022-08-13,7,Minnesota,MN,Theodore
2022-08-14,2022-08-20,7,Minnesota,MN,Theodore
2022-08-21,2022-08-27,7,Minnesota,MN,Theodore
2022-08-28,2022-09-03,7,Minnesota,MN,Theodore
2022-09-04,2022-09-10,7,Minnesota,MN,Eli
2022-09-11,2022-09-17,7,Minnesota,MN,Jackson
2022-09-18,2022-09-24,7,Minnesota,MN,Jackson
2022-09-25,2022-10-01,7,Minnesota,MN,Jackson
2022-10-02,2022-10-08,7,Minnesota,MN,Jackson
2022-10-09,2022-10-15,7,Minnesota,MN,Jackson
2022-10-16,2022-10-22,7,Minnesota,MN,Jackson
2022-10-23,2022-10-29,7,Minnesota,MN,Jackson
2022-10-30,2022-11-05,7,Minnesota,MN,Jackson
2022-11-06,2022-11-12,7,Minnesota,MN,Andrew
2022-11-13,2022-11-19,7,Minnesota,MN,Jayden
2022-11-20,2022-11-26,7,Minnesota,MN,William
2022-11-27,2022-12-03,7,Minnesota,MN,William
2022-01-02,2022-01-08,7,Mississippi,MS,Eli
2022-01-09,2022-01-15,7,Mississippi,MS,Eli
2022-01-16,2022-01-22,7,Mississippi,MS,Eli
2022-01-23,2022-01-29,7,Mississippi,MS,Derrick
2022-01-30,2022-02-05,7,Mississippi,MS,William
2022-02-06,2022-02-12,7,Mississippi,MS,Nolan
2022-02-13,2022-02-19,7,Mississippi,MS,Nolan
2022-02-20,2022-02-26,7,Mississippi,MS,Nolan
2022-02-27,2022-03-05,7,Mississippi,MS,Nolan
2022-03-06,2022-03-12,7,Mississippi,MS,Nolan
2022-03-13,2022-03-19,7,Mississippi,MS,Nolan
2022-03-20,2022-03-26,7,Mississippi,MS,Nolan
2022-03-27,2022-04-02,7,Mississippi,MS,Jackson
2022-04-03,2022-04-09,7,Mississippi,MS,Jackson
2022-04-10,2022-04-16,7,Mississippi,MS,Jackson
2022-04-17,2022-04-23,7,Mississippi,MS,Jackson
2022-04-24,2022-04-30,7,Mississippi,MS,Jackson
2022-05-01,2022-05-07,7,Mississippi,MS,Jackson
2022-05-08,2022-05-14,7,Mississippi,MS,Jackson
2022-05-15,2022-05-21,7,Mississippi,MS,Jackson
2022-05-22,2022-05-28,7,Mississippi,MS,Adam
2022-05-29,2022-06-04,7,Mississippi,MS,Jackson
2022-06-05,2022-06-11,7,Mississippi,MS,Andrew
2022-06-12,2022-06-18,7,Mississippi,MS,Ryan
2022-06-19,2022-06-25,7,Mississippi,MS,Ryan
2022-06-26,2022-07-02,7,Mississippi,MS,Ryan
2022-07-03,2022-07-09,7,Mississippi,MS,Ryan
2022-07-10,2022-07-16,7,Mississippi,MS,Ryan
2022-07-17,2022-07-23,7,Mississippi,MS,Ryan
2022-07-24,2022-07-30,7,Mississippi,MS,Ryan
2022-07-31,2022-08-06,7,Mississippi,MS,Ryan
2022-08-07,2022-08-13,7,Mississippi,MS,Theodore
2022-08-14,2022-08-20,7,Mississippi,MS,Theodore
2022-08-21,2022-08-27,7,Mississippi,MS,Theodore
2022-08-28,2022-09-03,7,Mississippi,MS,Theodore
2022-09-04,2022-09-10,7,Mississippi,MS,Eli
2022-09-11,2022-09-17,7,Mississippi,MS,Jackson
2022-09-18,2022-09-24,7,Mississippi,MS,Jackson
2022-09-25,2022-10-01,7,Mississippi,MS,Jackson
2022-10-02,2022-10-08,7,Mississippi,MS,Jackson
2022-10-09,2022-10-15,7,Mississippi,MS,Jackson
2022-10-16,2022-10-22,7,Mississippi,MS,Jackson
2022-10-23,2022-10-29,7,Mississippi,MS,Jackson
2022-10-30,2022-11-05,7,Mississippi,MS,Jackson
2022-11-06,2022-11-12,7,Mississippi,MS,Andrew
2022-11-13,2022-11-19,7,Mississippi,MS,Jayden
2022-11-20,2022-11-26,7,Mississippi,MS,William
2022-11-27,2022-12-03,7,Mississippi,MS,William
2022-01-02,2022-01-08,7,Missouri,MO,Eli
2022-01-09,2022-01-15,7,Missouri,MO,Eli
2022-01-16,2022-01-22,7,Missouri,MO,Eli
2022-01-23,2022-01-29,7,Missouri,MO,Derrick
2022-01-30,2022-02-05,7,Missouri,MO,William
2022-02-06,2022-02-12,7,Missouri,MO,Nolan
2022-02-13,2022-02-19,7,Missouri,MO,Nolan
2022-02-20,2022-02-26,7,Missouri,MO,Nolan
2022-02-27,2022-03-05,7,Missouri,MO,Nolan
2022-03-06,2022-03-12,7,Missouri,MO,Nolan
2022-03-13,2022-03-19,7,Missouri,MO,Nolan
2022-03-20,2022-03-26,7,Missouri,MO,Nolan
2022-03-27,2022-04-02,7,Missouri,MO,Jackson
2022-04-03,2022-04-09,7,Missouri,MO,Jackson
2022-04-10,2022-04-16,7,Missouri,MO,Jackson
2022-04-17,2022-04-23,7,Missouri,MO,Jackson
2022-04-24,2022-04-30,7,Missouri,MO,Jackson
2022-05-01,2022-05-07,7,Missouri,MO,Jackson
2022-05-08,2022-05-14,7,Missouri,MO,Jackson
2022-05-15,2022-05-21,7,Missouri,MO,Jackson
2022-05-22,2022-05-28,7,Missouri,MO,Adam
2022-05-29,2022-06-04,7,Missouri,MO,Jackson
2022-06-05,2022-06-11,7,Missouri,MO,Andrew
2022-06-12,2022-06-18,7,Missouri,MO,Ryan
2022-06-19,2022-06-25,7,Missouri,MO,Ryan
2022-06-26,2022-07-02,7,Missouri,MO,Ryan
2022-07-03,2022-07-09,7,Missouri,MO,Ryan
2022-07-10,2022-07-16,7,Missouri,MO,Ryan
2022-07-17,2022-07-23,7,Missouri,MO,Ryan
2022-07-24,2022-07-30,7,Missouri,MO,Ryan
2022-07-31,2022-08-06,7,Missouri,MO,Ryan
2022-08-07,2022-08-13,7,Missouri,MO,Theodore
2022-08-14,2022-08-20,7,Missouri,MO,Theodore
2022-08-21,2022-08-27,7,Missouri,MO,Theodore
2022-08-28,2022-09-03,7,Missouri,MO,Theodore
2022-09-04,2022-09-10,7,Missouri,MO,Eli
2022-09-11,2022-09-17,7,Missouri,MO,Jackson
2022-09-18,2022-09-24,7,Missouri,MO,Jackson
2022-09-25,2022-10-01,7,Missouri,MO,Jackson
2022-10-02,2022-10-08,7,Missouri,MO,Jackson
2022-10-09,2022-10-15,7,Missouri,MO,Jackson
2022-10-16,2022-10-22,7,Missouri,MO,Jackson
2022-10-23,2022-10-29,7,Missouri,MO,Jackson
2022-10-30,2022-11-05,7,Missouri,MO,Jackson
2022-11-06,2022-11-12,7,Missouri,MO,Andrew
2022-11-13,2022-11-19,7,Missouri,MO,Jayden
2022-11-20,2022-11-26,7,Missouri,MO,William
2022-11-27,2022-12-03,7,Missouri,MO,William
2022-01-02,2022-01-08,7,Montana,MT,Eli
2022-01-09,2022-01-15,7,Montana,MT,Eli
2022-01-16,2022-01-22,7,Montana,MT,Eli
2022-01-23,2022-01-29,7,Montana,MT,Derrick
2022-01-30,2022-02-05,7,Montana,MT,William
2022-02-06,2022-02-12,7,Montana,MT,Nolan
2022-02-13,2022-02-19,7,Montana,MT,Nolan
2022-02-20,2022-02-26,7,Montana,MT,Nolan
2022-02-27,2022-03-05,7,Montana,MT,Nolan
2022-03-06,2022-03-12,7,Montana,MT,Nolan
2022-03-13,2022-03-19,7,Montana,MT,Nolan
2022-03-20,2022-03-26,7,Montana,MT,Nolan
2022-03-27,2022-04-02,7,Montana,MT,Jackson
2022-04-03,2022-04-09,7,Montana,MT,Jackson
2022-04-10,2022-04-16,7,Montana,MT,Jackson
2022-04-17,2022-04-23,7,Montana,MT,Jackson
2022-04-24,2022-04-30,7,Montana,MT,Jackson
2022-05-01,2022-05-07,7,Montana,MT,Jackson
2022-05-08,2022-05-14,7,Montana,MT,Jackson
2022-05-15,2022-05-21,7,Montana,MT,Jackson
2022-05-22,2022-05-28,7,Montana,MT,Adam
2022-05-29,2022-06-04,7,Montana,MT,Jackson
2022-06-05,2022-06-11,7,Montana,MT,Andrew
2022-06-12,2022-06-18,7,Montana,MT,Ryan
2022-06-19,2022-06-25,7,Montana,MT,Ryan
2022-06-26,2022-07-02,7,Montana,MT,Ryan
2022-07-03,2022-07-09,7,Montana,MT,Ryan
2022-07-10,2022-07-16,7,Montana,MT,Ryan
2022-07-17,2022-07-23,7,Montana,MT,Ryan
2022-07-24,2022-07-30,7,Montana,MT,Ryan
2022-07-31,2022-08-06,7,Montana,MT,Ryan
2022-08-07,2022-08-13,7,Montana,MT,Theodore
2022-08-14,2022-08-20,7,Montana,MT,Theodore
2022-08-21,2022-08-27,7,Montana,MT,Theodore
2022-08-28,2022-09-03,7,Montana,MT,Theodore
2022-09-04,2022-09-10,7,Montana,MT,Eli
2022-09-11,2022-09-17,7,Montana,MT,Jackson
2022-09-18,2022-09-24,7,Montana,MT,Jackson
2022-09-25,2022-10-01,7,Montana,MT,Jackson
2022-10-02,2022-10-08,7,Montana,MT,Jackson
2022-10-09,2022-10-15,7,Montana,MT,Jackson
2022-10-16,2022-10-22,7,Montana,MT,Jackson
2022-10-23,2022-10-29,7,Montana,MT,Jackson
2022-10-30,2022-11-05,7,Montana,MT,Jackson
2022-11-06,2022-11-12,7,Montana,MT,Andrew
2022-11-13,2022-11-19,7,Montana,MT,Jayden
2022-11-20,2022-11-26,7,Montana,MT,William
2022-11-27,2022-12-03,7,Montana,MT,William
2022-01-02,2022-01-08,7,Nebraska,NE,Eli
2022-01-09,2022-01-15,7,Nebraska,NE,Eli
2022-01-16,2022-01-22,7,Nebraska,NE,Eli
2022-01-23,2022-01-29,7,Nebraska,NE,Derrick
2022-01-30,2022-02-05,7,Nebraska,NE,William
2022-02-06,2022-02-12,7,Nebraska,NE,Nolan
2022-02-13,2022-02-19,7,Nebraska,NE,Nolan
2022-02-20,2022-02-26,7,Nebraska,NE,Nolan
2022-02-27,2022-03-05,7,Nebraska,NE,Nolan
2022-03-06,2022-03-12,7,Nebraska,NE,Nolan
2022-03-13,2022-03-19,7,Nebraska,NE,Nolan
2022-03-20,2022-03-26,7,Nebraska,NE,Nolan
2022-03-27,2022-04-02,7,Nebraska,NE,Jackson
2022-04-03,2022-04-09,7,Nebraska,NE,Jackson
2022-04-10,2022-04-16,7,Nebraska,NE,Jackson
2022-04-17,2022-04-23,7,Nebraska,NE,Jackson
2022-04-24,2022-04-30,7,Nebraska,NE,Jackson
2022-05-01,2022-05-07,7,Nebraska,NE,Jackson
2022-05-08,2022-05-14,7,Nebraska,NE,Jackson
2022-05-15,2022-05-21,7,Nebraska,NE,Jackson
2022-05-22,2022-05-28,7,Nebraska,NE,Adam
2022-05-29,2022-06-04,7,Nebraska,NE,Jackson
2022-06-05,2022-06-11,7,Nebraska,NE,Andrew
2022-06-12,2022-06-18,7,Nebraska,NE,Ryan
2022-06-19,2022-06-25,7,Nebraska,NE,Ryan
2022-06-26,2022-07-02,7,Nebraska,NE,Ryan
2022-07-03,2022-07-09,7,Nebraska,NE,Ryan
2022-07-10,2022-07-16,7,Nebraska,NE,Ryan
2022-07-17,2022-07-23,7,Nebraska,NE,Ryan
2022-07-24,2022-07-30,7,Nebraska,NE,Ryan
2022-07-31,2022-08-06,7,Nebraska,NE,Ryan
2022-08-07,2022-08-13,7,Nebraska,NE,Theodore
2022-08-14,2022-08-20,7,Nebraska,NE,Theodore
2022-08-21,2022-08-27,7,Nebraska,NE,Theodore
2022-08-28,2022-09-03,7,Nebraska,NE,Theodore
2022-09-04,2022-09-10,7,Nebraska,NE,Eli
2022-09-11,2022-09-17,7,Nebraska,NE,Jackson
2022-09-18,2022-09-24,7,Nebraska,NE,Jackson
2022-09-25,2022-10-01,7,Nebraska,NE,Jackson
2022-10-02,2022-10-08,7,Nebraska,NE,Jackson
2022-10-09,2022-10-15,7,Nebraska,NE,Jackson
2022-10-16,2022-10-22,7,Nebraska,NE,Jackson
2022-10-23,2022-10-29,7,Nebraska,NE,Jackson
2022-10-30,2022-11-05,7,Nebraska,NE,Jackson
2022-11-06,2022-11-12,7,Nebraska,NE,Andrew
2022-11-13,2022-11-19,7,Nebraska,NE,Jayden
2022-11-20,2022-11-26,7,Nebraska,NE,William
2022-11-27,2022-12-03,7,Nebraska,NE,William
2022-01-02,2022-01-08,7,Nevada,NV,Eli
2022-01-09,2022-01-15,7,Nevada,NV,Eli
2022-01-16,2022-01-22,7,Nevada,NV,Eli
2022-01-23,2022-01-29,7,Nevada,NV,Derrick
2022-01-30,2022-02-05,7,Nevada,NV,William
2022-02-06,2022-02-12,7,Nevada,NV,Nolan
2022-02-13,2022-02-19,7,Nevada,NV,Nolan
2022-02-20,2022-02-26,7,Nevada,NV,Nolan
2022-02-27,2022-03-05,7,Nevada,NV,Nolan
2022-03-06,2022-03-12,7,Nevada,NV,Nolan
2022-03-13,2022-03-19,7,Nevada,NV,Nolan
2022-03-20,2022-03-26,7,Nevada,NV,Nolan
2022-03-27,2022-04-02,7,Nevada,NV,Jackson
2022-04-03,2022-04-09,7,Nevada,NV,Jackson
2022-04-10,2022-04-16,7,Nevada,NV,Jackson
2022-04-17,2022-04-23,7,Nevada,NV,Jackson
2022-04-24,2022-04-30,7,Nevada,NV,Jackson
2022-05-01,2022-05-07,7,Nevada,NV,Jackson
2022-05-08,2022-05-14,7,Nevada,NV,Jackson
2022-05-15,2022-05-21,7,Nevada,NV,Jackson
2022-05-22,2022-05-28,7,Nevada,NV,Adam
2022-05-29,2022-06-04,7,Nevada,NV,Jackson
2022-06-05,2022-06-11,7,Nevada,NV,Andrew
2022-06-12,2022-06-18,7,Nevada,NV,Ryan
2022-06-19,2022-06-25,7,Nevada,NV,Ryan
2022-06-26,2022-07-02,7,Nevada,NV,Ryan
2022-07-03,2022-07-09,7,Nevada,NV,Ryan
2022-07-10,2022-07-16,7,Nevada,NV,Ryan
2022-07-17,2022-07-23,7,Nevada,NV,Ryan
2022-07-24,2022-07-30,7,Nevada,NV,Ryan
2022-07-31,2022-08-06,7,Nevada,NV,Ryan
2022-08-07,2022-08-13,7,Nevada,NV,Theodore
2022-08-14,2022-08-20,7,Nevada,NV,Theodore
2022-08-21,2022-08-27,7,Nevada,NV,Theodore
2022-08-28,2022-09-03,7,Nevada,NV,Theodore
2022-09-04,2022-09-10,7,Nevada,NV,Eli
2022-09-11,2022-09-17,7,Nevada,NV,Jackson
2022-09-18,2022-09-24,7,Nevada,NV,Jackson
2022-09-25,2022-10-01,7,Nevada,NV,Jackson
2022-10-02,2022-10-08,7,Nevada,NV,Jackson
2022-10-09,2022-10-15,7,Nevada,NV,Jackson
2022-10-16,2022-10-22,7,Nevada,NV,Jackson
2022-10-23,2022-10-29,7,Nevada,NV,Jackson
2022-10-30,2022-11-05,7,Nevada,NV,Jackson
2022-11-06,2022-11-12,7,Nevada,NV,Andrew
2022-11-13,2022-11-19,7,Nevada,NV,Jayden
2022-11-20,2022-11-26,7,Nevada,NV,William
2022-11-27,2022-12-03,7,Nevada,NV,William
2022-01-02,2022-01-08,7,New Hampshire,NH,Eli
2022-01-09,2022-01-15,7,New Hampshire,NH,Eli
2022-01-16,2022-01-22,7,New Hampshire,NH,Eli
2022-01-23,2022-01-29,7,New Hampshire,NH,Derrick
2022-01-30,2022-02-05,7,New Hampshire,NH,William
2022-02-06,2022-02-12,7,New Hampshire,NH,Nolan
2022-02-13,2022-02-19,7,New Hampshire,NH,Nolan
2022-02-20,2022-02-26,7,New Hampshire,NH,Nolan
2022-02-27,2022-03-05,7,New Hampshire,NH,Nolan
2022-03-06,2022-03-12,7,New Hampshire,NH,Nolan
2022-03-13,2022-03-19,7,New Hampshire,NH,Nolan
2022-03-20,2022-03-26,7,New Hampshire,NH,Nolan
2022-03-27,2022-04-02,7,New Hampshire,NH,Jackson
2022-04-03,2022-04-09,7,New Hampshire,NH,Jackson
2022-04-10,2022-04-16,7,New Hampshire,NH,Jackson
2022-04-17,2022-04-23,7,New Hampshire,NH,Jackson
2022-04-24,2022-04-30,7,New Hampshire,NH,Jackson
2022-05-01,2022-05-07,7,New Hampshire,NH,Jackson
2022-05-08,2022-05-14,7,New Hampshire,NH,Jackson
2022-05-15,2022-05-21,7,New Hampshire,NH,Jackson
2022-05-22,2022-05-28,7,New Hampshire,NH,Adam
2022-05-29,2022-06-04,7,New Hampshire,NH,Jackson
2022-06-05,2022-06-11,7,New Hampshire,NH,Andrew
2022-06-12,2022-06-18,7,New Hampshire,NH,Ryan
2022-06-19,2022-06-25,7,New Hampshire,NH,Ryan
2022-06-26,2022-07-02,7,New Hampshire,NH,Ryan
2022-07-03,2022-07-09,7,New Hampshire,NH,Ryan
2022-07-10,2022-07-16,7,New Hampshire,NH,Ryan
2022-07-17,2022-07-23,7,New Hampshire,NH,Ryan
2022-07-24,2022-07-30,7,New Hampshire,NH,Ryan
2022-07-31,2022-08-06,7,New Hampshire,NH,Ryan
2022-08-07,2022-08-13,7,New Hampshire,NH,Theodore
2022-08-14,2022-08-20,7,New Hampshire,NH,Theodore
2022-08-21,2022-08-27,7,New Hampshire,NH,Theodore
2022-08-28,2022-09-03,7,New Hampshire,NH,Theodore
2022-09-04,2022-09-10,7,New Hampshire,NH,Eli
2022-09-11,2022-09-17,7,New Hampshire,NH,Jackson
2022-09-18,2022-09-24,7,New Hampshire,NH,Jackson
2022-09-25,2022-10-01,7,New Hampshire,NH,Jackson
2022-10-02,2022-10-08,7,New Hampshire,NH,Jackson
2022-10-09,2022-10-15,7,New Hampshire,NH,Jackson
2022-10-16,2022-10-22,7,New Hampshire,NH,Jackson
2022-10-23,2022-10-29,7,New Hampshire,NH,Jackson
2022-10-30,2022-11-05,7,New Hampshire,NH,Jackson
2022-11-06,2022-11-12,7,New Hampshire,NH,Andrew
2022-11-13,2022-11-19,7,New Hampshire,NH,Jayden
2022-11-20,2022-11-26,7,New Hampshire,NH,William
2022-11-27,2022-12-03,7,New Hampshire,NH,William
2022-01-02,2022-01-08,7,New Jersey,NJ,Eli
2022-01-09,2022-01-15,7,New Jersey,NJ,Eli
2022-01-16,2022-01-22,7,New Jersey,NJ,Eli
2022-01-23,2022-01-29,7,New Jersey,NJ,Derrick
